cook_id,cook_date,season,weight_lbs,grade,fat_cap_inches,equipment,wood_type,regional_style,cook_temp_f,wrap_technique,experience_level,ambient_temp_f,humidity_percent,wind_speed_mph,cook_time_hours,stall_duration_hours,internal_temp_f,rest_time_hours,tenderness_score,moisture_score,bark_quality_score,overall_rating,total_cost_usd
BRISKET_0371,2024-06-28,Summer,21.2,Select,0.36,Pellet Grill,Cherry,Carolina,224,No Wrap,Intermediate,97,86,10.4,24.0,3.0,201.0,1.8,4.6,4.2,3.0,3.9,242.63
BRISKET_0372,2024-05-19,Spring,15.4,Select,0.18,Gas Smoker,Mixed,Alabama,233,Foil,Beginner,46,30,2.3,24.0,2.5,197.0,1.1,2.5,4.7,2.2,3.1,192.47
BRISKET_0373,2024-07-19,Summer,10.7,Select,0.22,Gas Smoker,Mesquite,Kansas City,245,Butcher Paper,Advanced,80,54,9.8,11.6,2.5,190.0,1.8,4.2,6.8,5.5,5.5,121.94
BRISKET_0374,2024-09-15,Fall,11.8,Select,0.25,Kamado,Cherry,Kansas City,273,Butcher Paper,Intermediate,89,50,5.3,11.3,2.7,208.0,0.8,4.7,5.2,5.0,5.0,139.21
BRISKET_0375,2024-02-24,Winter,8.7,Prime,0.34,Pellet Grill,Oak,Kansas City,253,Butcher Paper,Advanced,28,20,2.2,10.3,3.2,195.0,1.4,6.2,8.4,6.0,6.8,150.36
BRISKET_0376,2024-10-14,Fall,16.1,Select,0.27,Electric Smoker,Hickory,Texas,239,Foil,Intermediate,78,43,16.7,20.8,3.0,198.0,2.0,3.9,5.5,3.5,4.3,199.6
BRISKET_0377,2024-08-28,Summer,10.9,Choice,0.42,Kettle Grill,Mesquite,Kansas City,255,Foil,Intermediate,100,65,15.8,14.8,1.8,201.0,1.2,4.1,6.3,3.9,4.8,144.88
BRISKET_0378,2023-09-17,Fall,11.6,Prime,0.22,Offset Smoker,Oak,Texas,237,No Wrap,Beginner,41,45,14.3,24.0,3.5,200.0,1.0,4.7,6.5,5.4,5.5,228.94
BRISKET_0379,2024-10-09,Fall,12.5,Prime,0.27,Kamado,Mesquite,Alabama,241,Butcher Paper,Intermediate,28,45,0.2,24.0,4.8,200.0,0.8,6.2,7.4,5.4,6.3,237.29
BRISKET_0380,2023-10-21,Fall,19.4,Prime,0.09,Offset Smoker,Pecan,Memphis,223,Foil,Intermediate,61,74,0.7,24.0,2.6,203.0,0.2,7.8,8.0,6.5,7.4,313.3
BRISKET_0381,2023-10-20,Fall,11.2,Choice,0.31,Kamado,Mixed,Alabama,264,No Wrap,Intermediate,26,54,3.3,24.0,4.5,190.0,1.5,4.1,5.1,4.3,4.5,190.09
BRISKET_0382,2023-09-09,Fall,20.1,Choice,0.38,Electric Smoker,Pecan,Memphis,258,Foil,Intermediate,37,63,3.2,24.0,5.0,210.0,0.7,4.7,7.5,3.8,5.3,277.63
BRISKET_0383,2024-09-12,Fall,8.7,Choice,0.37,Offset Smoker,Oak,Carolina,268,No Wrap,Intermediate,90,52,4.6,9.8,1.7,207.0,1.0,5.8,6.4,4.7,5.6,122.39
BRISKET_0384,2024-11-08,Fall,12.2,Select,0.29,Electric Smoker,Pecan,Kansas City,226,Foil,Beginner,14,36,0.3,21.8,3.7,196.0,0.6,1.4,4.1,1.9,2.4,172.08
BRISKET_0385,2023-12-22,Winter,15.7,Choice,0.23,Kettle Grill,Cherry,Carolina,243,Butcher Paper,Beginner,24,39,14.6,24.0,3.4,196.0,1.2,2.1,5.4,2.6,3.3,211.51
BRISKET_0386,2024-03-02,Spring,14.7,Choice,0.33,Pellet Grill,Oak,Alabama,263,Butcher Paper,Beginner,25,20,10.8,24.0,4.4,202.0,1.2,3.0,4.8,3.5,3.8,225.58
BRISKET_0387,2024-04-13,Spring,12.8,Choice,0.31,Offset Smoker,Oak,Carolina,234,Foil,Advanced,52,68,0.7,18.7,2.7,190.0,2.5,4.8,7.2,5.9,6.0,178.22
BRISKET_0388,2023-03-03,Spring,9.5,Select,0.11,Gas Smoker,Apple,Texas,227,Butcher Paper,Advanced,51,88,6.4,18.2,3.8,201.0,2.8,5.4,5.9,6.1,5.8,141.63
BRISKET_0389,2023-08-30,Summer,22.0,Select,0.33,Pellet Grill,Hickory,Carolina,226,Butcher Paper,Beginner,71,88,22.3,24.0,2.8,210.0,1.0,2.1,4.7,3.4,3.4,248.87
BRISKET_0390,2023-05-04,Spring,12.7,Choice,0.29,Pellet Grill,Oak,Texas,236,No Wrap,Advanced,73,71,8.1,15.8,1.4,210.0,2.8,7.2,7.7,6.6,7.2,175.82
BRISKET_0391,2023-02-03,Winter,13.0,Choice,0.38,Gas Smoker,Cherry,Texas,238,No Wrap,Advanced,38,44,2.1,20.6,0.5,201.0,2.0,6.2,6.1,5.6,6.0,193.64
BRISKET_0392,2024-04-04,Spring,8.4,Select,0.38,Kettle Grill,Pecan,Carolina,263,No Wrap,Intermediate,64,61,12.7,15.7,2.2,190.0,1.1,4.1,5.3,5.6,5.0,110.02
BRISKET_0393,2023-12-28,Winter,15.1,Choice,0.15,Pellet Grill,Pecan,Memphis,253,No Wrap,Beginner,38,39,2.0,24.0,2.7,,0.7,2.6,5.8,4.4,4.3,234.88
BRISKET_0394,2023-04-21,Spring,10.8,Select,0.3,Kamado,Apple,Alabama,241,Butcher Paper,Beginner,45,75,3.2,21.2,2.3,202.0,1.7,3.5,4.9,3.9,4.1,151.46
BRISKET_0395,2024-01-26,Winter,9.2,Choice,0.15,Kamado,Hickory,Alabama,256,Foil,Beginner,18,68,10.2,24.0,4.2,210.0,2.1,1.7,6.1,1.2,3.0,180.95
BRISKET_0396,2023-03-10,Spring,14.7,Select,0.25,Offset Smoker,Hickory,Alabama,241,Butcher Paper,Advanced,47,59,23.0,24.0,3.9,193.0,1.4,3.1,6.5,3.9,4.5,189.39
BRISKET_0397,2023-08-23,Summer,10.4,Prime,0.32,Kamado,Pecan,Kansas City,244,Foil,Intermediate,72,88,8.4,19.0,4.0,206.0,1.9,6.7,7.5,6.1,6.8,199.38
BRISKET_0398,2023-03-11,Spring,11.8,Prime,0.29,Pellet Grill,Mixed,Carolina,242,Foil,Advanced,61,90,6.2,21.2,2.0,210.0,2.2,7.2,8.2,6.6,7.3,228.12
BRISKET_0399,2023-01-25,Winter,22.0,Prime,0.3,Electric Smoker,Pecan,Memphis,241,Foil,Advanced,15,39,2.7,24.0,3.8,210.0,2.3,5.4,7.3,4.5,5.7,373.46
BRISKET_0400,2024-11-27,Fall,20.7,Select,0.16,Pellet Grill,Apple,Kansas City,204,Butcher Paper,Beginner,66,38,0.1,24.0,2.5,190.0,0.8,2.9,5.5,4.2,4.2,239.58
BRISKET_0401,2023-01-20,Winter,14.1,Select,0.18,Offset Smoker,Oak,Alabama,257,Foil,Intermediate,28,49,5.0,23.3,4.0,210.0,1.0,2.7,5.2,2.9,3.6,181.59
BRISKET_0402,2023-10-31,Fall,12.5,Choice,0.21,Offset Smoker,Oak,Alabama,250,Butcher Paper,Professional,23,46,4.9,24.0,3.2,196.0,1.1,4.4,7.1,5.8,5.8,194.15
BRISKET_0403,2024-12-31,Winter,20.3,Prime,0.24,Offset Smoker,Mesquite,Memphis,235,Butcher Paper,Advanced,16,64,9.2,24.0,2.8,202.0,1.7,5.0,7.2,4.9,5.7,329.75
BRISKET_0404,2023-06-12,Summer,13.7,Choice,0.29,Kamado,Hickory,Texas,232,No Wrap,Intermediate,86,90,2.8,23.5,2.3,200.0,1.2,5.4,6.5,6.4,6.1,203.81
BRISKET_0405,2024-03-20,Spring,6.6,Choice,0.32,Pellet Grill,Cherry,Carolina,229,No Wrap,Intermediate,57,27,10.2,8.1,4.0,196.0,0.3,4.1,7.0,6.0,5.7,99.4
BRISKET_0406,2023-06-13,Summer,9.1,Choice,0.25,Kettle Grill,Hickory,Texas,234,Butcher Paper,Professional,73,39,5.1,11.3,3.8,210.0,2.0,6.0,8.5,8.1,7.5,126.28
BRISKET_0407,2024-04-18,Spring,12.1,Select,0.37,Pellet Grill,Oak,Memphis,256,No Wrap,Beginner,77,60,5.5,12.6,1.3,192.0,0.6,3.2,3.1,4.6,3.6,144.53
BRISKET_0408,2024-07-31,Summer,11.3,Select,0.25,Pellet Grill,Oak,Carolina,202,Butcher Paper,Intermediate,97,72,4.0,12.2,3.7,190.0,0.9,2.8,5.4,4.3,4.2,139.88
BRISKET_0409,2024-01-10,Winter,10.4,Choice,0.31,Electric Smoker,Pecan,Texas,213,Butcher Paper,Beginner,41,57,22.3,23.7,1.9,208.0,0.9,2.7,5.7,3.3,3.9,191.34
BRISKET_0410,2023-10-23,Fall,12.0,Choice,0.27,Kamado,Oak,Alabama,272,No Wrap,Intermediate,66,37,3.8,14.5,2.3,210.0,1.4,6.4,7.0,5.8,6.4,164.71
BRISKET_0411,2024-05-21,Spring,13.0,Choice,0.19,Kamado,Hickory,Carolina,224,Butcher Paper,Intermediate,83,21,1.0,21.2,1.9,198.0,2.3,6.0,6.1,6.1,6.1,191.12
BRISKET_0412,2023-10-03,Fall,9.9,Select,0.19,Gas Smoker,Hickory,Kansas City,245,Butcher Paper,Intermediate,58,20,2.4,15.2,2.2,210.0,1.1,4.2,6.5,5.7,5.5,134.44
BRISKET_0413,2023-05-22,Spring,14.9,Select,0.22,Kamado,Cherry,Alabama,252,Foil,Beginner,18,41,6.5,24.0,4.8,197.0,0.7,1.7,3.7,1.0,2.2,192.42
BRISKET_0414,2023-10-02,Fall,17.7,Choice,0.14,Kettle Grill,Cherry,Alabama,263,Butcher Paper,Intermediate,88,74,0.1,23.4,2.0,194.0,1.4,4.8,6.6,6.5,6.0,225.8
BRISKET_0415,2024-01-28,Winter,15.9,Choice,0.18,Electric Smoker,Pecan,Carolina,256,Foil,Beginner,31,49,8.0,24.0,4.6,190.0,0.4,1.5,5.5,2.6,3.2,248.62
BRISKET_0416,2024-02-24,Winter,13.8,Select,0.3,Kamado,Pecan,Texas,259,Foil,Beginner,38,40,0.0,22.9,3.5,196.0,0.7,1.9,4.6,1.6,2.7,179.44
BRISKET_0417,2024-10-08,Fall,17.2,Prime,0.18,Offset Smoker,Mixed,Memphis,210,Butcher Paper,Intermediate,34,51,14.1,24.0,3.8,209.0,1.0,3.9,7.1,6.0,5.7,294.98
BRISKET_0418,2023-02-25,Winter,10.1,Prime,0.19,Gas Smoker,Pecan,Carolina,255,No Wrap,Beginner,38,57,7.4,20.7,3.3,208.0,0.9,4.9,5.1,6.0,5.3,201.4
BRISKET_0419,2024-10-27,Fall,10.5,Choice,0.25,Gas Smoker,Cherry,Alabama,261,Foil,Intermediate,57,40,15.9,19.3,3.8,210.0,0.9,4.5,7.1,3.9,5.2,169.55
BRISKET_0420,2023-10-15,Fall,10.8,Choice,0.32,Kamado,Pecan,Kansas City,262,Foil,Intermediate,36,41,5.5,20.9,2.6,200.0,1.1,4.5,6.0,3.7,4.8,175.09
BRISKET_0421,2024-02-15,Winter,18.0,Prime,0.37,Pellet Grill,Hickory,Memphis,200,Foil,Beginner,49,58,0.8,24.0,4.1,197.0,0.5,6.5,6.1,4.7,5.8,312.46
BRISKET_0422,2023-09-10,Fall,16.4,Choice,0.36,Offset Smoker,Hickory,Texas,248,No Wrap,Intermediate,74,30,6.9,24.0,2.7,210.0,0.8,5.7,6.9,5.8,6.2,219.38
BRISKET_0423,2023-02-22,Winter,7.1,Choice,0.29,Electric Smoker,Cherry,Carolina,248,Foil,Intermediate,72,28,21.1,13.9,3.7,205.0,1.7,4.7,6.1,4.6,5.2,122.84
BRISKET_0424,2024-12-14,Winter,11.0,Choice,0.11,Pellet Grill,Oak,Memphis,257,Foil,Intermediate,16,43,1.6,15.2,3.6,198.0,1.7,3.6,5.1,3.1,3.9,161.6
BRISKET_0425,2023-01-14,Winter,10.0,Choice,0.2,Kettle Grill,Oak,Texas,229,Foil,Intermediate,14,37,3.7,24.0,3.3,201.0,1.0,2.8,5.8,2.9,3.8,159.18
BRISKET_0426,2024-10-09,Fall,16.4,Select,0.14,Kamado,Apple,Texas,252,Foil,Intermediate,43,52,0.1,24.0,3.7,206.0,0.9,4.6,5.0,3.5,4.4,201.19
BRISKET_0427,2023-12-12,Winter,12.5,Choice,0.24,Pellet Grill,Cherry,Alabama,249,Butcher Paper,Advanced,26,79,1.0,23.6,4.5,197.0,1.0,4.9,6.2,5.5,5.5,206.63
BRISKET_0428,2024-12-26,Winter,15.9,Prime,0.22,Electric Smoker,Mixed,Memphis,227,No Wrap,Beginner,20,50,18.4,24.0,3.3,210.0,1.4,2.3,5.2,4.1,3.8,297.92
BRISKET_0429,2023-10-01,Fall,15.3,Prime,0.25,Pellet Grill,Mixed,Texas,241,Butcher Paper,Intermediate,28,66,3.4,24.0,2.0,205.0,1.0,4.5,6.9,5.4,5.6,279.02
BRISKET_0430,2023-03-19,Spring,9.4,Prime,0.16,Pellet Grill,Oak,Texas,266,No Wrap,Beginner,97,71,11.0,13.6,4.9,196.0,1.0,4.6,5.9,5.7,5.4,167.57
BRISKET_0431,2024-08-12,Summer,13.1,Choice,0.12,Pellet Grill,Oak,Memphis,226,No Wrap,Intermediate,82,67,5.2,15.3,4.4,198.0,0.8,6.2,6.3,6.1,6.2,174.72
BRISKET_0432,2024-07-29,Summer,18.5,Select,0.05,Kamado,Apple,Kansas City,245,Butcher Paper,Advanced,105,62,0.2,20.8,4.2,190.0,1.7,4.2,5.5,5.3,5.0,207.15
BRISKET_0433,2023-02-05,Winter,13.5,Choice,0.21,Kettle Grill,Apple,Alabama,264,No Wrap,Beginner,34,41,1.7,24.0,3.7,210.0,1.2,3.2,5.3,4.1,4.2,196.91
BRISKET_0434,2023-08-27,Summer,12.3,Choice,0.27,Kamado,Mesquite,Alabama,245,No Wrap,Advanced,100,66,29.8,17.2,4.0,192.0,1.6,2.8,6.9,4.5,4.7,182.62
BRISKET_0435,2023-04-18,Spring,11.0,Prime,0.46,Pellet Grill,Cherry,Alabama,242,No Wrap,Beginner,30,25,7.1,24.0,0.9,200.0,1.0,5.3,6.0,4.3,5.2,228.81
BRISKET_0436,2023-09-02,Fall,16.8,Select,0.18,Electric Smoker,Apple,Texas,224,Foil,Intermediate,64,32,18.0,24.0,2.4,190.0,0.6,2.2,5.3,3.7,3.7,220.1
BRISKET_0437,2024-10-06,Fall,14.0,Prime,0.2,Pellet Grill,Pecan,Kansas City,236,Butcher Paper,Intermediate,43,49,7.0,24.0,3.2,196.0,1.1,6.0,8.1,6.0,6.7,265.58
BRISKET_0438,2023-08-08,Summer,10.1,Select,0.22,Kettle Grill,Oak,Texas,240,Butcher Paper,Professional,102,82,19.1,13.5,3.7,193.0,2.1,3.0,6.7,3.8,4.5,122.95
BRISKET_0439,2023-12-02,Winter,18.6,Choice,0.25,Offset Smoker,Hickory,Kansas City,239,Butcher Paper,Intermediate,27,22,2.1,24.0,3.4,193.0,0.9,4.3,6.8,4.7,5.3,233.5
BRISKET_0440,2023-03-09,Spring,10.3,Choice,0.35,Electric Smoker,Pecan,Memphis,214,Foil,Intermediate,110,42,11.6,11.5,4.1,210.0,1.8,3.9,6.0,1.6,3.8,147.01
BRISKET_0441,2024-07-12,Summer,15.2,Choice,0.34,Gas Smoker,Cherry,Carolina,231,Foil,Intermediate,72,68,2.2,18.8,3.1,207.0,1.3,7.2,8.5,5.8,7.2,184.78
BRISKET_0442,2024-07-03,Summer,11.6,Prime,0.2,Pellet Grill,Oak,Kansas City,239,Foil,Intermediate,98,49,1.7,12.9,3.7,202.0,0.9,6.7,8.2,5.4,6.8,193.01
BRISKET_0443,2023-04-01,Spring,10.6,Select,0.32,Gas Smoker,Hickory,Carolina,231,Butcher Paper,Intermediate,25,60,5.2,24.0,2.3,210.0,0.4,2.5,4.4,4.0,3.7,162.64
BRISKET_0444,2024-04-17,Spring,22.0,Choice,0.09,Pellet Grill,Mixed,Texas,233,Butcher Paper,Intermediate,46,49,40.6,24.0,3.0,191.0,0.2,2.5,5.3,4.4,4.1,289.07
BRISKET_0445,2023-06-24,Summer,17.5,Choice,0.24,Electric Smoker,Mixed,Memphis,224,No Wrap,Intermediate,87,82,1.9,22.7,1.5,208.0,0.7,5.2,5.9,6.2,5.8,261.55
BRISKET_0446,2024-05-02,Spring,15.5,Select,0.18,Pellet Grill,Mixed,Alabama,250,Butcher Paper,Advanced,75,81,1.9,14.9,2.9,196.0,2.2,6.0,7.1,5.5,6.2,165.99
BRISKET_0447,2023-01-09,Winter,22.0,Prime,0.29,Gas Smoker,Pecan,Kansas City,276,No Wrap,Intermediate,60,49,9.8,24.0,3.8,206.0,0.3,7.4,7.1,6.7,7.1,
BRISKET_0448,2023-06-15,Summer,10.2,Choice,0.24,Kamado,Mixed,Memphis,272,Butcher Paper,Beginner,110,54,3.1,12.3,4.7,198.0,0.9,3.4,5.3,3.7,4.2,146.61
BRISKET_0449,2024-06-27,Summer,16.7,Prime,0.22,Offset Smoker,Mixed,Memphis,235,Foil,Professional,95,72,2.8,24.0,1.8,199.0,1.5,6.9,8.7,7.1,7.6,292.27
BRISKET_0450,2024-11-28,Fall,11.9,Choice,0.17,Pellet Grill,Oak,Alabama,253,Butcher Paper,Intermediate,82,59,9.6,14.9,3.8,204.0,0.4,5.7,7.2,5.8,6.2,173.15
BRISKET_0451,2024-07-28,Summer,11.8,Select,0.38,Offset Smoker,Cherry,Kansas City,243,Foil,Advanced,82,62,7.2,12.9,4.0,203.0,1.3,5.3,7.8,5.0,6.0,128.49
BRISKET_0452,2024-12-09,Winter,15.4,Prime,0.35,Gas Smoker,Oak,Kansas City,261,Foil,Beginner,45,58,9.5,24.0,4.2,205.0,0.9,5.6,5.4,5.2,5.4,265.84
BRISKET_0453,2023-12-12,Winter,11.2,Choice,0.42,Pellet Grill,Mesquite,Texas,212,No Wrap,Beginner,49,58,5.7,22.7,3.7,193.0,1.9,3.4,5.6,4.7,4.6,189.07
BRISKET_0454,2023-12-08,Winter,11.4,Choice,0.22,Gas Smoker,Cherry,Alabama,247,No Wrap,Advanced,35,24,15.0,20.8,3.4,198.0,1.7,4.1,6.6,4.5,5.1,180.25
BRISKET_0455,2024-03-06,Spring,12.5,Choice,0.29,Offset Smoker,Oak,Memphis,241,No Wrap,Professional,82,38,1.2,12.3,2.8,202.0,2.1,8.1,7.7,7.5,7.8,156.19
BRISKET_0456,2024-02-11,Winter,19.8,Choice,0.1,Gas Smoker,Hickory,Carolina,236,Butcher Paper,Beginner,30,21,1.9,24.0,2.4,200.0,0.3,4.1,5.0,4.5,4.5,254.94
BRISKET_0457,2024-04-08,Spring,10.7,Choice,0.37,Weber Smokey Mountain,Cherry,Alabama,236,Butcher Paper,Beginner,68,35,1.6,20.5,1.2,208.0,2.3,5.0,7.4,5.7,6.0,158.54
BRISKET_0458,2023-12-16,Winter,9.4,Select,0.22,Kettle Grill,Apple,Alabama,206,Butcher Paper,Intermediate,30,58,13.1,24.0,4.4,202.0,0.9,3.1,5.6,2.2,3.6,136.82
BRISKET_0459,2024-11-10,Fall,8.0,Choice,0.14,Pellet Grill,Mixed,Kansas City,259,Foil,Beginner,51,47,3.3,13.0,2.7,195.0,1.6,3.9,6.8,4.4,5.1,126.07
BRISKET_0460,2024-03-14,Spring,14.2,Select,0.23,Offset Smoker,Oak,Memphis,200,Butcher Paper,Beginner,66,73,9.6,24.0,3.0,190.0,1.1,2.8,4.6,4.2,3.9,173.48
BRISKET_0461,2024-02-02,Winter,19.8,Choice,0.21,Offset Smoker,Mixed,Memphis,255,No Wrap,Intermediate,36,36,4.1,24.0,0.6,200.0,1.6,5.1,6.2,4.2,5.2,248.73
BRISKET_0462,2023-03-20,Spring,20.2,Select,0.18,Offset Smoker,Mesquite,Kansas City,259,Butcher Paper,Advanced,68,20,4.9,24.0,4.2,193.0,2.4,5.0,7.4,7.0,6.4,211.33
BRISKET_0463,2023-10-21,Fall,13.1,Prime,0.23,Pellet Grill,Cherry,Alabama,262,No Wrap,Beginner,61,87,9.5,24.0,2.6,193.0,2.3,5.3,6.8,6.5,6.2,246.91
BRISKET_0464,2024-09-11,Fall,14.3,Select,0.38,Electric Smoker,Cherry,Kansas City,245,No Wrap,Beginner,90,58,1.3,20.2,2.9,207.0,0.5,2.6,4.9,4.2,3.9,186.88
BRISKET_0465,2023-04-16,Spring,8.2,Prime,0.43,Gas Smoker,Mesquite,Memphis,235,Butcher Paper,Beginner,47,68,2.4,17.2,1.9,190.0,1.6,4.0,7.1,5.4,5.5,175.69
BRISKET_0466,2023-08-16,Summer,22.0,Prime,0.23,Kamado,Mixed,Kansas City,260,Foil,Beginner,68,43,10.9,24.0,2.0,190.0,0.9,5.6,6.6,5.6,5.9,346.84
BRISKET_0467,2024-07-26,Summer,14.3,Select,0.15,Kamado,Oak,Carolina,237,Foil,Advanced,104,47,18.9,20.2,3.8,206.0,2.5,3.1,5.9,2.6,3.9,178.94
BRISKET_0468,2023-07-10,Summer,14.9,Choice,0.45,Gas Smoker,Pecan,Kansas City,250,Butcher Paper,Professional,110,82,9.0,14.1,3.7,200.0,2.1,3.7,6.6,4.8,5.1,186.46
BRISKET_0469,2023-02-26,Winter,10.6,Select,0.23,Kettle Grill,Cherry,Memphis,243,No Wrap,Beginner,39,36,5.4,24.0,1.1,196.0,1.8,2.5,4.3,2.8,3.2,151.57
BRISKET_0470,2023-07-29,Summer,9.9,Choice,0.18,Pellet Grill,Mesquite,Texas,217,Foil,Beginner,104,70,4.8,13.2,2.6,210.0,1.5,3.4,5.4,2.7,3.8,144.62
BRISKET_0471,2024-06-10,Summer,14.3,Prime,0.23,Pellet Grill,Apple,Texas,218,Butcher Paper,Intermediate,43,81,2.6,18.3,5.1,194.0,1.0,5.6,6.8,6.4,6.2,252.43
BRISKET_0472,2024-12-02,Winter,13.2,Choice,0.23,Offset Smoker,Cherry,Carolina,237,Foil,Advanced,43,48,3.1,20.8,2.7,196.0,2.6,6.1,6.6,5.6,6.1,193.83
BRISKET_0473,2023-03-17,Spring,10.0,Choice,0.13,Pellet Grill,Hickory,Memphis,249,Butcher Paper,Intermediate,83,51,12.0,11.1,2.0,202.0,1.3,5.8,7.0,5.2,6.0,130.91
BRISKET_0474,2023-07-26,Summer,10.9,Prime,0.26,Electric Smoker,Pecan,Carolina,233,Butcher Paper,Advanced,74,76,0.4,11.4,3.0,203.0,2.4,8.2,9.0,8.3,8.5,190.58
BRISKET_0475,2023-12-17,Winter,9.8,Choice,0.19,Electric Smoker,Oak,Kansas City,231,Foil,Intermediate,20,30,1.5,22.4,2.5,208.0,1.1,3.6,6.4,2.8,4.2,188.48
BRISKET_0476,2023-01-24,Winter,8.4,Prime,0.25,Pellet Grill,Mesquite,Memphis,238,No Wrap,Beginner,45,67,11.3,18.1,3.8,205.0,0.9,4.4,5.2,5.0,4.9,173.5
BRISKET_0477,2023-06-05,Summer,20.4,Choice,0.22,Kamado,Apple,Carolina,236,Butcher Paper,Beginner,55,28,9.7,24.0,5.6,200.0,1.6,3.8,5.5,4.1,4.5,264.05
BRISKET_0478,2023-02-15,Winter,19.0,Prime,0.22,Offset Smoker,Apple,Texas,240,Foil,Professional,39,47,10.1,24.0,2.1,207.0,1.2,7.2,8.2,6.0,7.1,312.36
BRISKET_0479,2024-08-12,Summer,17.0,Choice,0.33,Pellet Grill,Apple,Carolina,248,Foil,Beginner,92,71,6.1,15.5,3.7,202.0,0.4,4.7,5.8,3.2,4.6,213.53
BRISKET_0480,2024-10-23,Fall,17.7,Prime,0.17,Pellet Grill,Hickory,Texas,232,Butcher Paper,Advanced,44,49,2.0,24.0,1.6,203.0,1.6,5.4,8.7,7.4,7.2,314.8
BRISKET_0481,2023-02-22,Winter,10.0,Choice,0.29,Pellet Grill,Oak,Carolina,245,No Wrap,Beginner,53,54,15.8,21.4,1.2,205.0,1.1,3.7,4.2,3.4,3.8,173.37
BRISKET_0482,2023-01-12,Winter,20.6,Choice,0.28,Offset Smoker,Mixed,Kansas City,255,Butcher Paper,Advanced,18,44,1.0,24.0,3.3,204.0,2.7,4.5,7.4,4.5,5.5,265.7
BRISKET_0483,2024-09-02,Fall,16.2,Prime,0.23,Pellet Grill,Pecan,Kansas City,243,Foil,Beginner,43,74,31.9,24.0,1.5,198.0,0.8,2.5,6.1,3.3,3.9,285.29
BRISKET_0484,2023-08-04,Summer,8.2,Prime,0.37,Electric Smoker,Pecan,Alabama,226,Butcher Paper,Intermediate,94,82,4.6,10.9,2.4,196.0,0.2,6.5,7.6,6.4,6.8,164.96
BRISKET_0485,2023-11-25,Fall,10.8,Select,0.24,Kettle Grill,Mesquite,Carolina,257,No Wrap,Intermediate,4,52,1.0,23.4,2.2,206.0,1.9,2.0,4.4,2.3,2.9,158.89
BRISKET_0486,2023-08-17,Summer,11.3,Select,0.26,Pellet Grill,Pecan,Kansas City,251,Foil,Advanced,92,26,13.2,12.4,1.2,197.0,1.3,4.6,6.0,3.4,4.7,139.27
BRISKET_0487,2023-03-20,Spring,13.2,Prime,0.22,Pellet Grill,Oak,Memphis,275,No Wrap,Beginner,55,59,7.8,18.9,3.2,194.0,1.6,4.4,5.9,6.1,5.4,245.46
BRISKET_0488,2024-01-07,Winter,13.3,Choice,0.23,Kamado,Mixed,Alabama,235,Foil,Beginner,26,47,12.2,24.0,3.8,205.0,1.1,3.2,5.6,1.8,3.5,200.89
BRISKET_0489,2024-06-25,Summer,14.9,Choice,0.32,Gas Smoker,Mixed,Kansas City,243,Butcher Paper,Intermediate,78,53,2.5,16.1,1.8,190.0,0.8,4.6,7.5,6.7,6.3,191.79
BRISKET_0490,2024-04-15,Spring,10.8,Select,0.27,Offset Smoker,Pecan,Memphis,255,Foil,Intermediate,73,57,11.3,16.5,2.0,210.0,1.1,4.8,6.3,4.2,5.1,135.43
BRISKET_0491,2024-05-09,Spring,14.3,Choice,0.36,Kamado,Hickory,Memphis,243,No Wrap,Advanced,22,47,7.6,24.0,1.0,199.0,1.4,3.7,6.6,3.8,4.7,213.68
BRISKET_0492,2024-11-16,Fall,8.1,Select,0.2,Kamado,Pecan,Kansas City,256,Foil,Intermediate,53,43,0.7,10.9,2.5,202.0,1.3,5.8,6.7,3.8,5.4,104.21
BRISKET_0493,2023-10-19,Fall,12.6,Prime,0.05,Pellet Grill,Mixed,Carolina,235,Foil,Advanced,102,82,26.1,18.4,2.6,193.0,2.1,4.1,7.5,4.5,5.4,229.21
BRISKET_0494,2024-12-02,Winter,18.5,Prime,0.27,Gas Smoker,Hickory,Memphis,220,No Wrap,Beginner,38,35,0.3,24.0,2.8,205.0,0.9,5.2,6.5,5.2,5.6,314.07
BRISKET_0495,2024-01-16,Winter,13.5,Prime,0.38,Offset Smoker,Cherry,Kansas City,244,Butcher Paper,Advanced,41,57,11.7,24.0,2.3,190.0,2.3,5.0,7.7,7.1,6.6,251.67
BRISKET_0496,2023-08-24,Summer,13.9,Select,0.24,Electric Smoker,Mesquite,Texas,235,No Wrap,Intermediate,77,84,19.6,21.9,3.5,190.0,0.8,3.2,4.7,4.0,4.0,191.75
BRISKET_0497,2024-02-22,Winter,13.3,Select,0.32,Kamado,Hickory,Memphis,234,Foil,Advanced,35,20,2.5,19.5,2.9,199.0,2.0,4.5,6.2,3.6,4.8,177.43
BRISKET_0498,2024-09-01,Fall,8.1,Select,0.49,Pellet Grill,Mixed,Alabama,271,No Wrap,Intermediate,68,70,0.6,10.3,3.1,204.0,0.7,6.0,5.7,5.1,5.6,107.97
BRISKET_0499,2024-06-06,Summer,6.1,Choice,0.12,Gas Smoker,Cherry,Alabama,248,Butcher Paper,Intermediate,66,78,2.9,9.6,2.6,203.0,0.8,6.4,7.9,6.7,7.0,93.08
BRISKET_0500,2024-03-30,Spring,12.5,Choice,0.28,Pellet Grill,Cherry,Carolina,251,Foil,Intermediate,74,42,23.1,22.3,3.6,197.0,1.2,4.1,6.4,4.8,5.1,204.31
